file_name,mean,std,sem,count,rating_1,rating_2,rating_3,rating_4,rating_5
N11_VCC2TF2_VCC2SM1_30019_HUB.wav,2.5,1.2909944487358056,0.6454972243679028,4,1,1,1,1,0
N03_VCC2TM2_VCC2SM1_30024_HUB.wav,3.5,1.2909944487358056,0.6454972243679028,4,0,1,1,1,1
N04_VCC2TM2_VCC2SF4_30029_SPO.wav,3.5,1.0,0.5,4,0,1,0,3,0
N11_VCC2TF2_VCC2SF3_30025_SPO.wav,4.75,0.4999999999999999,0.24999999999999994,4,0,0,0,1,3
D01_VCC2TM1_VCC2SF2_30005_HUB.wav,2.75,1.707825127659933,0.8539125638299665,4,1,1,1,0,1
B01_VCC2TM1_VCC2SF2_30008_HUB.wav,4.25,0.9574271077563381,0.47871355387816905,4,0,0,1,1,2
N03_VCC2TF2_VCC2SM4_30018_SPO.wav,2.75,0.957427107756338,0.478713553878169,4,0,2,1,1,0
D04_VCC2TF1_VCC2SM2_30016_HUB.wav,2.0,1.1547005383792515,0.5773502691896257,4,2,0,2,0,0
N13_VCC2TF2_VCC2SM2_30031_HUB.wav,2.5,1.9148542155126762,0.9574271077563381,4,2,0,1,0,1
N06_VCC2TF1_VCC2SF1_30023_HUB.wav,1.75,0.9574271077563381,0.47871355387816905,4,2,1,1,0,0
D01_VCC2TM1_VCC2SM1_30024_HUB.wav,2.75,1.707825127659933,0.8539125638299665,4,1,1,1,0,1
N17_VCC2TM1_VCC2SM1_30022_HUB.wav,4.75,0.5,0.25,4,0,0,0,1,3
N04_VCC2TF1_VCC2SF4_30024_SPO.wav,1.75,0.5,0.25,4,1,3,0,0,0
N03_VCC2TF2_VCC2SM3_30006_SPO.wav,3.5,1.0,0.5,4,0,1,0,3,0
B01_VCC2TF2_VCC2SF2_30035_HUB.wav,4.25,0.9574271077563381,0.47871355387816905,4,0,0,1,1,2
N06_VCC2TF1_VCC2SF2_30009_HUB.wav,1.75,0.9574271077563381,0.47871355387816905,4,2,1,1,0,0
N18_VCC2TF1_VCC2SF1_30006_HUB.wav,3.25,0.9574271077563382,0.4787135538781691,4,0,1,1,2,0
N12_VCC2TM2_VCC2SM2_30035_HUB.wav,3.75,0.9574271077563381,0.47871355387816905,4,0,0,2,1,1
N03_VCC2TM1_VCC2SM4_30014_SPO.wav,2.0,0.816496580927726,0.408248290463863,4,1,2,1,0,0
N11_VCC2TM1_VCC2SF1_30011_HUB.wav,3.25,1.4999999999999998,0.7499999999999999,4,0,2,0,1,1
N10_VCC2TF2_VCC2SF3_30012_SPO.wav,4.75,0.5,0.25,4,0,0,0,1,3
N11_VCC2TM2_VCC2SF1_30006_HUB.wav,3.25,0.9574271077563381,0.47871355387816905,4,0,1,1,2,0
N09_VCC2TF2_VCC2SM2_30023_HUB.wav,2.5,1.2909944487358056,0.6454972243679028,4,1,1,1,1,0
N19_VCC2TM1_VCC2SM1_30001_HUB.wav,1.75,0.9574271077563381,0.47871355387816905,4,2,1,1,0,0
N16_VCC2TM2_VCC2SF1_30010_HUB.wav,2.0,1.4142135623730951,0.7071067811865476,4,2,1,0,1,0
N16_VCC2TF1_VCC2SM3_30022_SPO.wav,1.5,1.0,0.5,4,3,0,1,0,0
N13_VCC2TM2_VCC2SM3_30022_SPO.wav,3.5,1.2909944487358056,0.6454972243679028,4,0,1,1,1,1
N14_VCC2TF2_VCC2SF2_30030_HUB.wav,3.5,0.5773502691896257,0.28867513459481287,4,0,0,2,2,0
N18_VCC2TM1_VCC2SF1_30022_HUB.wav,2.75,1.707825127659933,0.8539125638299665,4,1,1,1,0,1
N10_VCC2TF1_VCC2SF1_30007_HUB.wav,4.0,0.816496580927726,0.408248290463863,4,0,0,1,2,1
N06_VCC2TM2_VCC2SF3_30016_SPO.wav,2.25,1.5,0.75,4,2,0,1,1,0
